0	0
0.01	0.003645
0.02	0.00486
0.03	0.003645
0.04	0.00486
0.05	0.003645
0.06	0.00243
0.07	0.00486
0.08	0.00486
0.09	0.00486
0.1	0.003645
0.11	0.00486
0.12	0.003645
0.13	0.003645
0.14	0.00486
0.15	0.00486
0.16	0.003645
0.17	0.003645
0.18	0.00486
0.19	0.003645
0.2	0.00486
0.21	0.006075
0.22	0.00486
0.23	0.006075
0.24	0.006075
0.25	0.006075
0.26	0.006075
0.27	0.006075
0.28	0.00729
0.29	0.00536
0.3	0.00486
0.31	0.00586
0.32	0.00586
0.33	0.005145
0.34	0.00443
0.35	0.00493
0.36	0.004
0.37	0.00357
0.38	0.003355
0.39	0.00321
0.4	0.00764
0.41	0.00828
0.42	0.01385
0.43	0.022705
0.44	0.036705
0.45	0.055915
0.46	0.08605
0.47	0.150055
0.48	0.229265
0.49	0.342975
0.5	0.49512
0.51	0.66255
0.52	0.876295
0.53	1.103525
0.54	1.32325
0.55	1.564995
0.56	1.786755
0.57	1.9129
0.58	2.04671
0.59	2.1868
0.6	2.35427
0.61	2.49788
0.62	2.59827
0.63	2.63329
0.64	2.540685
0.65	2.437095
0.66	2.34145
0.67	2.174835
0.68	2.04053
0.69	1.901505
0.7	1.76398
0.71	1.595225
0.72	1.479585
0.73	1.294605
0.74	1.14151
0.75	1.003135
0.76	0.854105
0.77	0.74088
0.78	0.64266
0.79	0.526065
0.8	0.454495
0.81	0.393
0.82	0.32392
0.83	0.285285
0.84	0.244285
0.85	0.213145
0.86	0.20237
0.87	0.19959
0.88	0.195805
0.89	0.1948
0.9	0.21187
0.91	0.245305
0.92	0.264075
0.93	0.30035
0.94	0.32561
0.95	0.384025
0.96	0.43972
0.97	0.49655
0.98	0.57897
0.99	0.642155
1	0.725715
1.01	0.809995
1.02	0.906505
1.03	0.976435
1.04	1.066885
1.05	1.13726
1.06	1.1872
1.07	1.253025
1.08	1.279755
1.09	1.332225
1.1	1.34603
1.11	1.37285
1.12	1.36729
1.13	1.35652
1.14	1.35204
1.15	1.358785
1.16	1.35016
1.17	1.340035
1.18	1.31404
1.19	1.302555
1.2	1.280065
1.21	1.276445
1.22	1.244305
1.23	1.209155
1.24	1.186735
1.25	1.166885
1.26	1.13774
1.27	1.100945
1.28	1.062295
1.29	1.04687
1.3	1.01379
1.31	0.97685
1.32	0.93533
1.33	0.91518
1.34	0.90132
1.35	0.861155
1.36	0.843145
1.37	0.8034
1.38	0.77323
1.39	0.753995
1.4	0.73876
1.41	0.716445
1.42	0.70306
1.43	0.705615
1.44	0.6948
1.45	0.7045
1.46	0.717985
1.47	0.71832
1.48	0.734095
1.49	0.780035
1.5	0.804675
1.51	0.818305
1.52	0.863465
1.53	0.895545
1.54	0.942425
1.55	0.98924
1.56	1.02211
1.57	1.049485
1.58	1.09423
1.59	1.11046
1.6	1.159425
1.61	1.1748
1.62	1.200325
1.63	1.210125
1.64	1.23022
1.65	1.22773
1.66	1.251615
1.67	1.246695
1.68	1.241415
1.69	1.244215
1.7	1.22614
1.71	1.21843
1.72	1.215655
1.73	1.186285
1.74	1.180075
1.75	1.163715
1.76	1.148285
1.77	1.133425
1.78	1.10541
1.79	1.096625
1.8	1.071685
1.81	1.053175
1.82	1.0258
1.83	1.00643
1.84	0.979985
1.85	0.968975
1.86	0.956755
1.87	0.92294
1.88	0.90092
1.89	0.890765
1.9	0.871675
1.91	0.848865
1.92	0.841855
1.93	0.828265
1.94	0.82833
1.95	0.82203
1.96	0.826885
1.97	0.82938
1.98	0.8333
1.99	0.835365
2	0.866525
2.01	0.877885
2.02	0.887885
2.03	0.91883
2.04	0.949995
2.05	0.96193
2.06	0.997095
2.07	1.03076
2.08	1.031405
2.09	1.055565
2.1	1.08666
2.11	1.09038
2.12	1.123265
2.13	1.130845
2.14	1.12756
2.15	1.138785
2.16	1.15137
2.17	1.150875
2.18	1.153095
2.19	1.1521
2.2	1.138235
2.21	1.14303
2.22	1.139175
2.23	1.126885
2.24	1.11295
2.25	1.103305
2.26	1.076285
2.27	1.0705
2.28	1.035765
2.29	1.023185
2.3	1.00539
2.31	0.991095
2.32	0.971795
2.33	0.954995
2.34	0.942345
2.35	0.91761
2.36	0.903455
2.37	0.895735
2.38	0.88008
2.39	0.870715
2.4	0.86728
2.41	0.867205
2.42	0.84826
2.43	0.843755
2.44	0.843035
2.45	0.86705
2.46	0.867905
2.47	0.873335
2.48	0.879265
2.49	0.88934
2.5	0.89813
2.51	0.91364
2.52	0.906345
2.53	0.931935
2.54	0.947945
2.55	0.960025
2.56	0.97875
2.57	0.989115
2.58	0.99555
2.59	1.01585
2.6	1.034005
2.61	1.037295
2.62	1.046445
2.63	1.0636
2.64	1.05388
2.65	1.066535
2.66	1.08026
2.67	1.082905
2.68	1.077405
2.69	1.07383
2.7	1.068115
2.71	1.070475
2.72	1.06569
2.73	1.06712
2.74	1.062045
2.75	1.056185
2.76	1.040675
2.77	1.02931
2.78	1.02781
2.79	1.02059
2.8	1.014945
2.81	1.0103
2.82	0.989285
2.83	0.982925
2.84	0.974345
2.85	0.95712
2.86	0.94997
2.87	0.939605
2.88	0.935175
2.89	0.93553
2.9	0.92445
2.91	0.925165
2.92	0.914085
2.93	0.926735
2.94	0.91544
2.95	0.926305
2.96	0.93138
2.97	0.921085
2.98	0.932665
2.99	0.93066
3	0.944815
3.01	0.94653
3.02	0.954535
3.03	0.962255
3.04	0.97512
3.05	0.97555
3.06	0.984485
3.07	1.0035
3.08	0.992635
3.09	1.010505
3.1	1.020155
3.11	1.020585
3.12	1.03145
3.13	1.04053
3.14	1.03953
3.15	1.04868
3.16	1.05576
3.17	1.05447
3.18	1.0554
3.19	1.075415
3.2	1.055975
3.21	1.06927
3.22	1.067625
3.23	1.073845
3.24	1.070985
3.25	1.061765
3.26	1.062835
3.27	1.059405
3.28	1.06591
3.29	1.052615
3.3	1.063265
3.31	1.044035
3.32	1.049185
3.33	1.042535
3.34	1.037175
3.35	1.024595
3.36	1.02388
3.37	1.01766
3.38	1.00136
3.39	1.000935
3.4	1.001075
3.41	0.990995
3.42	0.99171
3.43	0.99028
3.44	0.9985
3.45	0.988205
3.46	0.985275
3.47	0.986275
3.48	0.98127
3.49	0.98227
3.5	0.99135
3.51	0.98856
3.52	0.99156
3.53	0.989275
3.54	0.99056
3.55	0.997065
3.56	1.00307
3.57	1.006285
3.58	1.005
3.59	1.01222
3.6	1.011005
3.61	1.002855
3.62	1.02223
3.63	1.02902
3.64	1.02666
3.65	1.02423
3.66	1.02216
3.67	1.02716
3.68	1.03474
3.69	1.037385
3.7	1.044105
3.71	1.048965
3.72	1.037885
3.73	1.040745
3.74	1.030665
3.75	1.02845
3.76	1.03846
3.77	1.032525
3.78	1.032025
3.79	1.035885
3.8	1.024805
3.81	1.02695
3.82	1.018015
3.83	1.015585
3.84	1.0158
3.85	1.01866
3.86	1.017445
3.87	1.00472
3.88	1.00472
3.89	1.00665
3.9	1.002075
3.91	1.008295
3.92	1.00379
3.93	1.00558
3.94	0.998715
3.95	0.99986
3.96	1.00229
3.97	0.988565
3.98	0.99221
3.99	0.997
4	0.993855
